F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
148.29,18,7.86,Europe,-8.4,1210.61,828,-13.21,4.02,379.85,-341.16,16.92,19.61,14,High,24463.34,1753.28
102.97,15,390.39,UK,-14.73,1773.63,372.36,-10.99,22.48,224.4,-352.59,0.42,20.82,4,Very high,15876.52,1218.48
85.41,12,7.35,USA,-11.04,1816.4,1502.14,-8.62,10.08,290.3,-390.06,29.64,19.73,6,Medium,21676.36,1879.29
71.21,6,2.46,UK,-20.13,884.62,181.84,-8.05,29.66,243.88,-292.68,8.28,20.1,2,Very high,32242.9,3040.28
98.87,21,2.28,Rest,-6.27,1799.61,1823.1,-10.86,12.8,307.97,-418.98,2.64,20.26,2,Medium,27393.9,0
103.7,15,6.42,Europe,-1.08,1553.89,992.28,-15.65,6.78,330.48,-309.06,7.02,24.29,10,Low,18781.9,0
7.5,24,6.84,UK,4.47,1815.37,833.92,-10.6,4.52,252.48,-181.65,2.34,18.79,4,Very low,22238.12,0
61.58,21,7.62,USA,-16.26,1511.68,685.44,-8.38,6.88,244.07,-248.7,2.34,19.87,8,Very low,7028.1,0
68.35,12,5.97,USA,-13.74,1396.99,1375.7,-14.73,3,257.55,-331.29,2.31,20.66,8,Medium,17035.38,0
38.96,18,1.29,Europe,-0.24,1245.48,1781.06,-11.26,9.04,298.1,-258.9,7.17,19.51,12,High,8820.88,0
128.29,12,6.36,Europe,1.02,1610.86,1538.2,-11.3,8.44,236.58,-224.4,12.27,14.45,8,Medium,16590.68,0
96.16,12,17.55,Rest,7.95,1647.68,1227.58,-6.78,9.08,341.06,-296.58,23.16,19.72,10,High,15763.5,435.31
91.87,9,0.54,Europe,-8.46,1482.95,1467.54,-11.36,2.48,243.49,-343.65,14.64,16,6,Medium,17220.32,0
76.46,6,22.44,USA,-1.71,1846.91,1024.04,-7.73,4.58,273.49,-501.27,8.49,21.55,8,Low,22921.96,1331.55
69.37,18,43.83,Europe,0.57,1240.3,592,-12.38,23.5,301.09,-362.64,23.37,13.91,14,Medium,15759.2,2950.19
85.9,24,11.07,UK,0.36,1204.42,1406.16,-15.26,13.74,266.15,-290.4,1.02,19.39,14,High,14414.64,261.69
63.39,12,14.25,UK,-12.09,1423.85,1181,-11.6,1.58,239.72,-294.03,11.7,21.7,6,High,13204.06,0
109.62,9,24.69,USA,-21.93,1343.8,392.96,-13.41,4.7,269.72,-346.29,7.8,18.42,4,Very high,19670.5,1515.56
71.11,12,1.17,UK,-11.73,1267.75,91.02,-13.58,5.14,270.55,-223.41,3.3,21.89,14,Very high,17533.34,874.2
65.85,3,0.09,UK,1.8,1629.63,1409.34,-11.75,11.08,405.48,-318.78,20.64,22.01,2,High,17180.04,914.5
37.57,6,20.34,Rest,-13.02,1536.43,849.54,-11.57,4.84,376.37,-325.86,1.68,17.94,4,Low,9080.92,0
54.85,9,8.76,Europe,-10.89,1066.66,887.84,-10.83,3.26,306.59,-354.45,13.71,19.39,10,High,17194.72,2006.39
158.49,15,0.03,UK,-4.29,1641.02,1052.16,-12.43,3.64,279.03,-354.09,9.36,21.03,14,High,26413.64,523.09
43.03,12,18.21,Europe,1.74,1060.55,1984.98,-10.51,8,273.57,-312.9,9.27,22.85,6,High,16373.84,0
76.24,15,189.3,USA,-1.74,1825.76,517.84,-13.59,4.48,101.96,-238.53,9.54,20.63,14,Very low,13432.7,0
106.28,15,0.57,UK,-1.23,1347.33,142.08,-16.36,23.66,271.71,-479.31,2.43,18.89,10,Medium,21367.06,2731.66
89.16,15,12996.27,Europe,-6.42,1890.52,1504.8,-13.35,6.48,160.94,-338.4,16.38,23.12,10,Very high,11019.04,0
88.82,24,5.61,Europe,-11.52,1564.44,1384.24,-12.4,7.94,248.46,-392.85,13.95,25.15,4,Low,23906.52,0
114.05,18,0,UK,1.65,1112.19,2255.9,-11.02,4.34,268.34,-303.66,29.49,20.21,6,Very low,28046.64,0
158.47,6,0,Rest,-17.67,1342.37,1289.98,-13.25,5.18,242.78,-305.25,23.1,15.95,12,High,22836.44,756.11
93.13,12,2.52,USA,-6,1176.35,691.92,-13.69,3.68,289.54,-358.17,18.33,11,8,Very high,24977.3,3012.88
117.19,6,1.47,UK,-20.52,1681.62,-132.36,-10.18,3.9,234.49,-337.17,20.19,20.96,4,Very low,3429.14,764.78
54.57,12,4.02,USA,-3.93,1538.44,70.84,-7.2,1.22,273.89,-334.17,5.37,20.3,10,Medium,10286.16,386.66
124.68,12,1.35,UK,-0.3,1832.74,892.64,-10.01,1.8,282.76,-294.75,2.67,15.39,6,Low,23044.9,0
69.14,12,0.33,USA,-12.33,1461.89,1680.64,-20.2,13.8,301.85,-485.22,11.97,24.08,8,High,19295.84,3277.13
31.77,15,115.14,Europe,-11.4,1312.63,1718.38,-10.73,8.68,269.23,-369.75,7.14,20.2,16,High,14996.88,1227.62
116.11,9,21.99,USA,-6.57,1076.45,596.1,-11.01,8.22,235.77,-295.71,32.82,22.64,8,Very high,15938.58,3734.99
87.4,18,0.03,Rest,5.01,1272.33,1054.76,-13.98,7.88,258.99,-390.99,27.96,26.62,4,Low,23190.5,461.26
42.23,9,9.63,Europe,10.53,854.6,1045.2,-11.85,9.96,256.2,-160.95,23.61,18.73,10,High,4491.14,1939.06
75.38,9,163.2,Europe,-2.13,818,1398.94,-7.86,5.56,358.9,-349.62,4.32,22.05,4,Very high,-1454.6,809.88
93.02,6,9.75,USA,-12.87,1432.8,514.94,-11.27,9.3,225.33,-443.97,17.37,25.88,6,Very high,16427.3,3729.17
124.16,9,72.3,Rest,-8.34,1897.71,940.98,-13.27,11.18,266.47,-365.91,20.55,22.91,20,Low,17154.56,1006.84
107.17,3,170.34,Europe,2.25,1148.8,311.36,-9.04,3.66,214.39,-417.45,4.95,15.46,4,Low,26945.56,1602.1
120.26,9,4.2,Europe,-1.05,1322.03,2092.52,-9.56,16.32,289.33,-571.08,14.91,17.3,14,Medium,17738.86,2920.2
47.57,12,3.75,Rest,-10.14,1480.7,1901.56,-18.65,5.96,350.31,-443.64,4.26,20.58,4,Medium,21025.92,0
86.1,3,101.1,USA,-16.53,1643.46,1021.38,-11.05,7.22,280.73,-484.62,16.83,19.12,4,High,29782.9,3370.82
100.25,3,4.83,UK,-1.5,1499.27,1956.58,-9.73,3.46,308.06,-290.37,16.65,22.68,12,Very low,35080.42,0
66.16,15,1852.77,USA,2.52,1245.04,1930.48,-9.76,6.34,276.98,-458.7,23.58,16.9,4,Medium,-10743.92,1248.21
136.67,12,1.95,Rest,-9.15,1379.03,1258.2,-16.33,7.9,291.42,-192.69,42.69,20.47,8,High,19138.86,603.3
84.97,12,0.06,UK,-4.74,1493.23,1279.16,-10.74,7.06,343.27,-272.88,6.81,19.91,10,High,17998.12,85.51
112.24,6,4.2,UK,0.15,1231.9,834.4,-7.4,5.54,269.56,-465.84,2.67,18.76,12,Medium,6832.16,1603.33
118.52,6,0.48,Europe,-16.77,1424.16,183.88,-14.75,8.6,274.88,-321.45,35.88,22.84,10,High,21762.14,2927.46
90.75,9,8.04,Europe,-21.45,1647,1031.72,-6.22,1.06,304.53,-276.18,12.24,9.45,10,Medium,15334.46,0
90.8,9,65.28,Rest,-20.34,1534.28,957.56,-8.74,2.66,296.32,-260.19,6.24,11.24,12,Very high,1253.58,110.45
79.23,3,2869.02,Europe,-9.21,1902.12,889.62,-12.52,8.72,275.64,-382.59,19.98,22.61,12,Very high,14809.94,2672.58
72.74,3,22.08,Rest,-22.83,1720.91,294.8,-11.67,8.58,294.39,-469.68,6.06,17.1,16,Very high,7310.66,1722.09
87.16,12,4.32,Europe,-8.43,1213.86,1526.42,-13.21,3.6,236.67,-335.64,20.4,22.14,10,Low,15269.16,323.48
95.52,21,0.63,USA,-18.72,1122.09,1321.72,-11.73,3.74,275.92,-419.7,66.48,19.93,2,Very low,18033.58,3591.35
